invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-11470,2024-02-16,Revenue,Daily Sales Deposit,11171.95,Credit,Sales,Customer Payments,Credit Card
ACT-11471,2023-11-18,Office Supplies,General Office Supplies entry,6352.81,Debit,Admin,Staples Business,Credit Card
ACT-11472,2023-09-20,Inventory Purchase,General Inventory Purchase entry,467.2,Debit,Marketing,Various Wholesale,Credit Card
ACT-11473,2023-11-13,Revenue,Daily Sales Deposit,12397.71,Credit,Sales,Customer Payments,ACH
ACT-11474,2024-08-10,Office Supplies,General Office Supplies entry,2216.16,Debit,Warehouse,Staples Business,ACH
ACT-11475,2025-08-26,Utilities,General Utilities entry,4813.05,Debit,Warehouse,City Power & Water,Credit Card
ACT-11476,2024-04-26,Office Supplies,General Office Supplies entry,2839.95,Debit,Operations,Staples Business,ACH
ACT-11477,2024-04-25,Utilities,General Utilities entry,5924.67,Debit,Marketing,City Power & Water,ACH
ACT-11478,2023-06-26,Utilities,General Utilities entry,6398.77,Debit,Admin,City Power & Water,ACH
ACT-11479,2024-06-04,Utilities,General Utilities entry,7115.7,Debit,Marketing,City Power & Water,Credit Card
ACT-11480,2025-10-21,Utilities,General Utilities entry,6010.32,Debit,Marketing,City Power & Water,Credit Card
ACT-11481,2025-04-10,Inventory Purchase,General Inventory Purchase entry,980.16,Debit,Sales,Various Wholesale,Credit Card
ACT-11482,2024-05-08,Inventory Purchase,General Inventory Purchase entry,6546.23,Debit,Operations,Various Wholesale,Check
ACT-11483,2025-06-15,Revenue,Daily Sales Deposit,22684.61,Credit,Sales,Customer Payments,Credit Card
ACT-11484,2024-08-30,Inventory Purchase,General Inventory Purchase entry,394.18,Debit,Sales,Various Wholesale,ACH
ACT-11485,2024-06-22,Revenue,Daily Sales Deposit,17277.66,Credit,Sales,Customer Payments,Credit Card
ACT-11486,2023-08-08,Revenue,Daily Sales Deposit,12230.38,Credit,Sales,Customer Payments,Check
ACT-11487,2023-07-28,Inventory Purchase,General Inventory Purchase entry,6180.01,Debit,Operations,Various Wholesale,ACH
ACT-11488,2024-07-11,Office Supplies,General Office Supplies entry,1550.55,Debit,Marketing,Staples Business,Check
ACT-11489,2023-12-24,Utilities,General Utilities entry,4490.85,Debit,Operations,City Power & Water,ACH
ACT-11490,2024-11-05,Revenue,Daily Sales Deposit,23100.22,Credit,Sales,Customer Payments,Credit Card
ACT-11491,2023-02-19,Revenue,Daily Sales Deposit,23312.26,Credit,Sales,Customer Payments,ACH
ACT-11492,2025-10-30,Revenue,Daily Sales Deposit,10655.26,Credit,Sales,Customer Payments,ACH
ACT-11493,2023-02-03,Revenue,Daily Sales Deposit,9227.85,Credit,Sales,Customer Payments,Credit Card
ACT-11494,2024-03-04,Revenue,Daily Sales Deposit,7938.82,Credit,Sales,Customer Payments,Credit Card
ACT-11495,2024-11-05,Office Supplies,General Office Supplies entry,3468.54,Debit,Admin,Staples Business,Check
ACT-11496,2025-05-28,Inventory Purchase,General Inventory Purchase entry,6166.14,Debit,Operations,Various Wholesale,Credit Card
ACT-11497,2023-10-27,Utilities,General Utilities entry,2947.33,Debit,Operations,City Power & Water,Credit Card
ACT-11498,2024-03-18,Office Supplies,General Office Supplies entry,6082.76,Debit,Marketing,Staples Business,Check
ACT-11499,2024-08-16,Utilities,General Utilities entry,6599.44,Debit,Warehouse,City Power & Water,Credit Card
ACT-11500,2025-05-08,Utilities,General Utilities entry,6943.92,Debit,Warehouse,City Power & Water,ACH
ACT-11501,2024-01-09,Utilities,General Utilities entry,7604.97,Debit,Marketing,City Power & Water,ACH
ACT-11502,2023-10-22,Utilities,General Utilities entry,7176.43,Debit,Operations,City Power & Water,ACH
ACT-11503,2023-08-08,Revenue,Daily Sales Deposit,21997.28,Credit,Sales,Customer Payments,ACH
ACT-11504,2024-12-16,Utilities,General Utilities entry,1396.48,Debit,Operations,City Power & Water,ACH
ACT-11505,2023-12-06,Inventory Purchase,General Inventory Purchase entry,2694.27,Debit,Admin,Various Wholesale,ACH
ACT-11506,2024-09-03,Revenue,Daily Sales Deposit,21071.36,Credit,Sales,Customer Payments,Check
ACT-11507,2024-07-15,Office Supplies,General Office Supplies entry,1289.63,Debit,Warehouse,Staples Business,Check
ACT-11508,2025-01-31,Revenue,Daily Sales Deposit,23628.67,Credit,Sales,Customer Payments,ACH
ACT-11509,2024-06-14,Office Supplies,General Office Supplies entry,3941.88,Debit,Admin,Staples Business,Check
ACT-11510,2024-09-29,Office Supplies,General Office Supplies entry,7592.3,Debit,Warehouse,Staples Business,Credit Card
ACT-11511,2024-09-28,Inventory Purchase,General Inventory Purchase entry,820.45,Debit,Marketing,Various Wholesale,Check
ACT-11512,2025-12-15,Inventory Purchase,General Inventory Purchase entry,7592.11,Debit,Operations,Various Wholesale,ACH
ACT-11513,2025-07-03,Inventory Purchase,General Inventory Purchase entry,4284.61,Debit,Marketing,Various Wholesale,Credit Card
ACT-11514,2023-03-27,Utilities,General Utilities entry,4000.67,Debit,Marketing,City Power & Water,ACH
ACT-11515,2025-02-14,Office Supplies,General Office Supplies entry,4759.66,Debit,Marketing,Staples Business,ACH
ACT-11516,2023-03-24,Office Supplies,General Office Supplies entry,7206.28,Debit,Admin,Staples Business,Credit Card
ACT-11517,2023-09-04,Revenue,Daily Sales Deposit,6905.71,Credit,Sales,Customer Payments,Credit Card
ACT-11518,2025-10-22,Office Supplies,General Office Supplies entry,129.09,Debit,Marketing,Staples Business,Check
ACT-11519,2023-12-30,Inventory Purchase,General Inventory Purchase entry,1059.55,Debit,Sales,Various Wholesale,ACH
ACT-11520,2025-11-24,Revenue,Daily Sales Deposit,14554.78,Credit,Sales,Customer Payments,Check
ACT-11521,2023-09-17,Inventory Purchase,General Inventory Purchase entry,6014.44,Debit,Warehouse,Various Wholesale,Check
ACT-11522,2024-08-14,Office Supplies,General Office Supplies entry,6155.18,Debit,Admin,Staples Business,ACH
ACT-11523,2024-06-11,Office Supplies,General Office Supplies entry,4502.14,Debit,Sales,Staples Business,Check
ACT-11524,2024-03-30,Office Supplies,General Office Supplies entry,3175.63,Debit,Admin,Staples Business,Credit Card
ACT-11525,2025-07-15,Utilities,General Utilities entry,6562.75,Debit,Warehouse,City Power & Water,Check
ACT-11526,2023-01-16,Revenue,Daily Sales Deposit,8357.84,Credit,Sales,Customer Payments,ACH
ACT-11527,2024-03-12,Inventory Purchase,General Inventory Purchase entry,7893.69,Debit,Marketing,Various Wholesale,Credit Card
ACT-11528,2023-09-07,Office Supplies,General Office Supplies entry,4545.3,Debit,Admin,Staples Business,Check
ACT-11529,2025-10-19,Office Supplies,General Office Supplies entry,4738.85,Debit,Operations,Staples Business,Credit Card
ACT-11530,2023-12-15,Revenue,Daily Sales Deposit,5845.79,Credit,Sales,Customer Payments,Check
ACT-11531,2023-05-03,Revenue,Daily Sales Deposit,22797.79,Credit,Sales,Customer Payments,Check
ACT-11532,2023-04-22,Office Supplies,General Office Supplies entry,1302.14,Debit,Operations,Staples Business,Check
ACT-11533,2025-08-23,Revenue,Daily Sales Deposit,23533.62,Credit,Sales,Customer Payments,Check
ACT-11534,2023-12-23,Revenue,Daily Sales Deposit,21665.89,Credit,Sales,Customer Payments,ACH
ACT-11535,2025-09-30,Revenue,Daily Sales Deposit,10856.71,Credit,Sales,Customer Payments,ACH
ACT-11536,2024-12-18,Revenue,Daily Sales Deposit,23569.17,Credit,Sales,Customer Payments,Check
ACT-11537,2024-10-03,Inventory Purchase,General Inventory Purchase entry,3800.94,Debit,Admin,Various Wholesale,Check
ACT-11538,2023-02-21,Utilities,General Utilities entry,7403.75,Debit,Marketing,City Power & Water,Check
ACT-11539,2023-03-09,Utilities,General Utilities entry,210.28,Debit,Marketing,City Power & Water,ACH
ACT-11540,2024-09-16,Revenue,Daily Sales Deposit,15571.48,Credit,Sales,Customer Payments,Check
ACT-11541,2024-07-10,Revenue,Daily Sales Deposit,5254.62,Credit,Sales,Customer Payments,Check
ACT-11542,2024-03-29,Revenue,Daily Sales Deposit,8721.91,Credit,Sales,Customer Payments,Credit Card
ACT-11543,2023-09-23,Office Supplies,General Office Supplies entry,838.96,Debit,Marketing,Staples Business,ACH
ACT-11544,2025-02-17,Inventory Purchase,General Inventory Purchase entry,1637.88,Debit,Admin,Various Wholesale,Credit Card
ACT-11545,2023-08-17,Revenue,Daily Sales Deposit,11540.45,Credit,Sales,Customer Payments,ACH
ACT-11546,2024-01-03,Inventory Purchase,General Inventory Purchase entry,5781.28,Debit,Marketing,Various Wholesale,ACH
ACT-11547,2024-02-19,Revenue,Daily Sales Deposit,16351.2,Credit,Sales,Customer Payments,Credit Card
ACT-11548,2023-08-25,Revenue,Daily Sales Deposit,9356.96,Credit,Sales,Customer Payments,Check
ACT-11549,2025-05-11,Office Supplies,General Office Supplies entry,6853.22,Debit,Sales,Staples Business,Credit Card
ACT-11550,2025-09-02,Inventory Purchase,General Inventory Purchase entry,4350.49,Debit,Warehouse,Various Wholesale,Credit Card
ACT-11551,2025-08-01,Revenue,Daily Sales Deposit,7816.61,Credit,Sales,Customer Payments,Credit Card
ACT-11552,2024-06-23,Revenue,Daily Sales Deposit,18805.04,Credit,Sales,Customer Payments,ACH
ACT-11553,2025-05-31,Revenue,Daily Sales Deposit,10332.92,Credit,Sales,Customer Payments,ACH
ACT-11554,2023-04-11,Revenue,Daily Sales Deposit,21032.18,Credit,Sales,Customer Payments,Credit Card
ACT-11555,2024-08-05,Inventory Purchase,General Inventory Purchase entry,4777.57,Debit,Sales,Various Wholesale,ACH
ACT-11556,2024-09-01,Utilities,General Utilities entry,7643.48,Debit,Warehouse,City Power & Water,ACH
ACT-11557,2025-07-24,Utilities,General Utilities entry,3663.33,Debit,Admin,City Power & Water,Credit Card
ACT-11558,2023-09-12,Revenue,Daily Sales Deposit,17504.96,Credit,Sales,Customer Payments,ACH
ACT-11559,2024-10-01,Revenue,Daily Sales Deposit,9724.98,Credit,Sales,Customer Payments,ACH
ACT-11560,2025-01-02,Office Supplies,General Office Supplies entry,494.06,Debit,Sales,Staples Business,ACH
ACT-11561,2024-03-30,Revenue,Daily Sales Deposit,17439.0,Credit,Sales,Customer Payments,Check
ACT-11562,2024-09-26,Revenue,Daily Sales Deposit,17376.88,Credit,Sales,Customer Payments,Check
ACT-11563,2025-06-26,Inventory Purchase,General Inventory Purchase entry,180.83,Debit,Sales,Various Wholesale,Check
ACT-11564,2025-04-24,Revenue,Daily Sales Deposit,24151.35,Credit,Sales,Customer Payments,ACH
ACT-11565,2025-03-22,Office Supplies,General Office Supplies entry,1288.13,Debit,Warehouse,Staples Business,Credit Card
ACT-11566,2025-06-16,Revenue,Daily Sales Deposit,23516.46,Credit,Sales,Customer Payments,Check
ACT-11567,2023-05-02,Utilities,General Utilities entry,3600.44,Debit,Sales,City Power & Water,Check
ACT-11568,2025-04-13,Utilities,General Utilities entry,3520.25,Debit,Operations,City Power & Water,ACH
ACT-11569,2024-12-03,Office Supplies,General Office Supplies entry,7302.97,Debit,Admin,Staples Business,ACH
ACT-11570,2024-10-13,Revenue,Daily Sales Deposit,19561.04,Credit,Sales,Customer Payments,Check
ACT-11571,2024-02-24,Inventory Purchase,General Inventory Purchase entry,762.74,Debit,Marketing,Various Wholesale,Check
ACT-11572,2025-02-16,Revenue,Daily Sales Deposit,5886.54,Credit,Sales,Customer Payments,Check
ACT-11573,2024-02-01,Inventory Purchase,General Inventory Purchase entry,2796.04,Debit,Sales,Various Wholesale,Credit Card
ACT-11574,2025-11-05,Inventory Purchase,General Inventory Purchase entry,680.66,Debit,Admin,Various Wholesale,Credit Card
ACT-11575,2024-12-31,Office Supplies,General Office Supplies entry,2959.25,Debit,Operations,Staples Business,ACH
ACT-11576,2023-02-04,Inventory Purchase,General Inventory Purchase entry,4039.05,Debit,Warehouse,Various Wholesale,ACH
ACT-11577,2025-02-15,Office Supplies,General Office Supplies entry,2985.04,Debit,Admin,Staples Business,Check
ACT-11578,2023-05-10,Utilities,General Utilities entry,6766.22,Debit,Operations,City Power & Water,ACH
ACT-11579,2025-03-06,Office Supplies,General Office Supplies entry,5818.28,Debit,Marketing,Staples Business,Credit Card
ACT-11580,2025-06-08,Inventory Purchase,General Inventory Purchase entry,4593.52,Debit,Sales,Various Wholesale,Credit Card
ACT-11581,2024-11-15,Office Supplies,General Office Supplies entry,5620.54,Debit,Marketing,Staples Business,Credit Card
ACT-11582,2024-07-30,Utilities,General Utilities entry,7141.5,Debit,Operations,City Power & Water,Credit Card
ACT-11583,2023-10-22,Utilities,General Utilities entry,2184.91,Debit,Warehouse,City Power & Water,Credit Card
ACT-11584,2025-11-16,Utilities,General Utilities entry,3793.32,Debit,Admin,City Power & Water,ACH
ACT-11585,2024-12-02,Revenue,Daily Sales Deposit,20169.98,Credit,Sales,Customer Payments,Check
ACT-11586,2025-06-22,Utilities,General Utilities entry,502.2,Debit,Operations,City Power & Water,Check
ACT-11587,2025-04-08,Revenue,Daily Sales Deposit,7301.54,Credit,Sales,Customer Payments,ACH
ACT-11588,2023-11-06,Utilities,General Utilities entry,4993.42,Debit,Marketing,City Power & Water,ACH
ACT-11589,2024-12-18,Revenue,Daily Sales Deposit,23307.42,Credit,Sales,Customer Payments,Credit Card
ACT-11590,2023-02-01,Revenue,Daily Sales Deposit,19004.88,Credit,Sales,Customer Payments,ACH
ACT-11591,2025-09-27,Revenue,Daily Sales Deposit,22464.41,Credit,Sales,Customer Payments,ACH
ACT-11592,2025-07-03,Utilities,General Utilities entry,6372.12,Debit,Sales,City Power & Water,Check
ACT-11593,2025-07-03,Utilities,General Utilities entry,6372.12,Debit,Sales,City Power & Water,Check
ACT-11594,2024-05-30,Revenue,Daily Sales Deposit,20472.29,Credit,Sales,Customer Payments,Credit Card
ACT-11595,2023-09-10,Inventory Purchase,General Inventory Purchase entry,2932.98,Debit,Operations,Various Wholesale,Credit Card
ACT-11596,2024-10-26,Revenue,Daily Sales Deposit,21708.13,Credit,Sales,Customer Payments,ACH
ACT-11597,2023-07-17,Inventory Purchase,General Inventory Purchase entry,2307.17,Debit,Warehouse,Various Wholesale,ACH
ACT-11598,2024-07-14,Revenue,Daily Sales Deposit,21843.17,Credit,Sales,Customer Payments,Check
ACT-11599,2023-11-21,Inventory Purchase,General Inventory Purchase entry,6148.03,Debit,Admin,Various Wholesale,Check
ACT-11600,2025-05-04,Inventory Purchase,General Inventory Purchase entry,6147.75,Debit,Marketing,Various Wholesale,Credit Card
ACT-11601,2024-09-22,Office Supplies,General Office Supplies entry,4857.27,Debit,Marketing,Staples Business,Credit Card
ACT-11602,2023-08-20,Office Supplies,General Office Supplies entry,2442.71,Debit,Admin,Staples Business,Credit Card
ACT-11603,2025-04-14,Office Supplies,General Office Supplies entry,6121.97,Debit,Sales,Staples Business,Credit Card
ACT-11604,2024-04-26,Inventory Purchase,General Inventory Purchase entry,854.09,Debit,Marketing,Various Wholesale,Check
ACT-11605,2025-05-06,Office Supplies,General Office Supplies entry,2403.85,Debit,Marketing,Staples Business,Credit Card
ACT-11606,2023-05-30,Revenue,Daily Sales Deposit,14156.78,Credit,Sales,Customer Payments,Check
ACT-11607,2025-11-24,Office Supplies,General Office Supplies entry,7477.87,Debit,Warehouse,Staples Business,ACH
ACT-11608,2024-12-04,Utilities,General Utilities entry,4111.18,Debit,Marketing,City Power & Water,Credit Card
ACT-11609,2025-11-20,Revenue,Daily Sales Deposit,10765.35,Credit,Sales,Customer Payments,ACH
ACT-11610,2023-11-02,Office Supplies,General Office Supplies entry,4824.09,Debit,Marketing,Staples Business,ACH
ACT-11611,2025-03-17,Inventory Purchase,General Inventory Purchase entry,1144.38,Debit,Warehouse,Various Wholesale,Credit Card
ACT-11612,2024-01-02,Inventory Purchase,General Inventory Purchase entry,6152.29,Debit,Admin,Various Wholesale,Credit Card
ACT-11613,2025-05-14,Office Supplies,General Office Supplies entry,3792.41,Debit,Sales,Staples Business,Check
ACT-11614,2023-09-02,Revenue,Daily Sales Deposit,20399.26,Credit,Sales,Customer Payments,Check
ACT-11615,2025-12-07,Inventory Purchase,General Inventory Purchase entry,2243.39,Debit,Marketing,Various Wholesale,Check
ACT-11616,2024-03-14,Revenue,Daily Sales Deposit,23534.56,Credit,Sales,Customer Payments,Check
ACT-11617,2023-04-06,Revenue,Daily Sales Deposit,24169.94,Credit,Sales,Customer Payments,ACH
ACT-11618,2024-07-28,Revenue,Daily Sales Deposit,11153.87,Credit,Sales,Customer Payments,ACH
ACT-11619,2025-08-13,Revenue,Daily Sales Deposit,12777.63,Credit,Sales,Customer Payments,Credit Card
ACT-11620,2024-06-06,Utilities,General Utilities entry,671.23,Debit,Warehouse,City Power & Water,Check
ACT-11621,2025-03-09,Revenue,Daily Sales Deposit,14249.77,Credit,Sales,Customer Payments,Credit Card
ACT-11622,2023-01-02,Inventory Purchase,General Inventory Purchase entry,1988.68,Debit,Sales,Various Wholesale,ACH
ACT-11623,2025-06-06,Office Supplies,General Office Supplies entry,1690.12,Debit,Marketing,Staples Business,Credit Card
ACT-11624,2025-08-10,Revenue,Daily Sales Deposit,15767.17,Credit,Sales,Customer Payments,Check
ACT-11625,2024-12-31,Revenue,Daily Sales Deposit,17496.94,Credit,Sales,Customer Payments,Credit Card
ACT-11626,2025-07-19,Office Supplies,General Office Supplies entry,2237.44,Debit,Warehouse,Staples Business,Credit Card
ACT-11627,2025-07-01,Inventory Purchase,General Inventory Purchase entry,7754.92,Debit,Operations,Various Wholesale,ACH
ACT-11628,2024-08-09,Inventory Purchase,General Inventory Purchase entry,7694.32,Debit,Admin,Various Wholesale,ACH
ACT-11629,2024-03-23,Utilities,General Utilities entry,5774.41,Debit,Marketing,City Power & Water,Credit Card
ACT-11630,2024-03-21,Utilities,General Utilities entry,7702.84,Debit,Warehouse,City Power & Water,Credit Card
ACT-11631,2023-10-04,Utilities,General Utilities entry,1274.1,Debit,Sales,City Power & Water,Credit Card
ACT-11632,2023-05-29,Office Supplies,General Office Supplies entry,3817.49,Debit,Admin,Staples Business,Check
ACT-11633,2024-03-25,Inventory Purchase,General Inventory Purchase entry,5477.29,Debit,Marketing,Various Wholesale,ACH
ACT-11634,2023-10-20,Utilities,General Utilities entry,7402.18,Debit,Marketing,City Power & Water,ACH
ACT-11635,2024-04-01,Utilities,General Utilities entry,6649.66,Debit,Admin,City Power & Water,ACH
ACT-11636,2025-06-03,Inventory Purchase,General Inventory Purchase entry,3819.7,Debit,Sales,Various Wholesale,ACH
ACT-11637,2023-02-04,Inventory Purchase,General Inventory Purchase entry,5259.18,Debit,Sales,Various Wholesale,Credit Card
ACT-11638,2024-02-23,Office Supplies,General Office Supplies entry,151.27,Debit,Admin,Staples Business,Credit Card
ACT-11639,2025-03-26,Utilities,General Utilities entry,6284.17,Debit,Warehouse,City Power & Water,ACH
ACT-11640,2023-05-06,Office Supplies,General Office Supplies entry,2705.5,Debit,Marketing,Staples Business,ACH
ACT-11641,2024-04-18,Inventory Purchase,General Inventory Purchase entry,7250.88,Debit,Admin,Various Wholesale,ACH
