invoice_acct_id,date,account,description,amount,type,department,vendor,payment_method
ACT-11870,2025-07-12,Revenue,Daily Sales Deposit,2821.14,Credit,Sales,Customer Payments,Check
ACT-11871,2024-09-28,Office Supplies,General Office Supplies entry,347.8,Debit,Marketing,Staples Business,Check
ACT-11872,2024-09-07,Office Supplies,General Office Supplies entry,1717.12,Debit,Admin,Staples Business,Credit Card
ACT-11873,2025-05-07,Revenue,Daily Sales Deposit,5156.5,Credit,Sales,Customer Payments,Check
ACT-11874,2024-02-01,Utilities,General Utilities entry,1691.92,Debit,Warehouse,City Power & Water,ACH
ACT-11875,2024-02-03,Utilities,General Utilities entry,1857.54,Debit,Sales,City Power & Water,ACH
ACT-11876,2025-04-16,Revenue,Daily Sales Deposit,6168.63,Credit,Sales,Customer Payments,Credit Card
ACT-11877,2023-09-19,Revenue,Daily Sales Deposit,4263.14,Credit,Sales,Customer Payments,Credit Card
ACT-11878,2025-01-02,Office Supplies,General Office Supplies entry,871.21,Debit,Marketing,Staples Business,ACH
ACT-11879,2023-07-02,Utilities,General Utilities entry,315.31,Debit,Admin,City Power & Water,Check
ACT-11880,2024-03-26,Revenue,Daily Sales Deposit,1801.89,Credit,Sales,Customer Payments,Check
ACT-11881,2025-07-23,Inventory Purchase,General Inventory Purchase entry,1184.27,Debit,Admin,Various Wholesale,Check
ACT-11882,2025-03-15,Utilities,General Utilities entry,1135.52,Debit,Admin,City Power & Water,Check
ACT-11883,2024-10-04,Utilities,General Utilities entry,1859.08,Debit,Marketing,City Power & Water,ACH
ACT-11884,2025-02-28,Revenue,Daily Sales Deposit,4119.88,Credit,Sales,Customer Payments,ACH
ACT-11885,2024-11-04,Revenue,Daily Sales Deposit,4535.81,Credit,Sales,Customer Payments,Credit Card
ACT-11886,2023-07-04,Revenue,Daily Sales Deposit,2341.07,Credit,Sales,Customer Payments,ACH
ACT-11887,2025-07-25,Inventory Purchase,General Inventory Purchase entry,556.74,Debit,Operations,Various Wholesale,ACH
ACT-11888,2025-04-02,Utilities,General Utilities entry,345.01,Debit,Admin,City Power & Water,ACH
ACT-11889,2025-02-05,Utilities,General Utilities entry,1507.75,Debit,Operations,City Power & Water,Credit Card
ACT-11890,2024-05-02,Office Supplies,General Office Supplies entry,1737.5,Debit,Marketing,Staples Business,Check
ACT-11891,2024-01-17,Office Supplies,General Office Supplies entry,151.36,Debit,Sales,Staples Business,ACH
ACT-11892,2023-08-02,Revenue,Daily Sales Deposit,2624.87,Credit,Sales,Customer Payments,Check
ACT-11893,2025-01-25,Utilities,General Utilities entry,285.43,Debit,Operations,City Power & Water,ACH
ACT-11894,2023-04-15,Revenue,Daily Sales Deposit,5461.16,Credit,Sales,Customer Payments,ACH
ACT-11895,2025-12-11,Revenue,Daily Sales Deposit,2792.17,Credit,Sales,Customer Payments,Credit Card
ACT-11896,2025-05-15,Revenue,Daily Sales Deposit,5408.74,Credit,Sales,Customer Payments,ACH
ACT-11897,2025-08-24,Utilities,General Utilities entry,157.51,Debit,Marketing,City Power & Water,ACH
ACT-11898,2023-11-02,Utilities,General Utilities entry,1453.44,Debit,Warehouse,City Power & Water,ACH
ACT-11899,2024-04-02,Utilities,General Utilities entry,1284.51,Debit,Admin,City Power & Water,Check
ACT-11900,2023-06-26,Utilities,General Utilities entry,1403.65,Debit,Marketing,City Power & Water,Check
ACT-11901,2024-01-29,Revenue,Daily Sales Deposit,4866.08,Credit,Sales,Customer Payments,ACH
ACT-11902,2025-08-08,Revenue,Daily Sales Deposit,3815.79,Credit,Sales,Customer Payments,Check
ACT-11903,2023-01-26,Revenue,Daily Sales Deposit,5574.45,Credit,Sales,Customer Payments,Credit Card
ACT-11904,2024-12-03,Utilities,General Utilities entry,1660.44,Debit,Warehouse,City Power & Water,ACH
ACT-11905,2023-12-22,Utilities,General Utilities entry,1087.89,Debit,Marketing,City Power & Water,Check
ACT-11906,2025-09-23,Revenue,Daily Sales Deposit,4174.79,Credit,Sales,Customer Payments,ACH
ACT-11907,2023-11-14,Inventory Purchase,General Inventory Purchase entry,1734.16,Debit,Operations,Various Wholesale,Check
ACT-11908,2024-07-02,Utilities,General Utilities entry,320.56,Debit,Sales,City Power & Water,Check
ACT-11909,2023-08-17,Utilities,General Utilities entry,909.38,Debit,Marketing,City Power & Water,Check
ACT-11910,2024-04-16,Revenue,Daily Sales Deposit,3913.73,Credit,Sales,Customer Payments,ACH
ACT-11911,2025-06-12,Inventory Purchase,General Inventory Purchase entry,1937.89,Debit,Admin,Various Wholesale,Credit Card
ACT-11912,2025-07-08,Revenue,Daily Sales Deposit,1336.31,Credit,Sales,Customer Payments,Credit Card
ACT-11913,2023-04-04,Revenue,Daily Sales Deposit,4267.98,Credit,Sales,Customer Payments,Credit Card
ACT-11914,2024-08-28,Revenue,Daily Sales Deposit,2617.72,Credit,Sales,Customer Payments,ACH
ACT-11915,2025-04-27,Utilities,General Utilities entry,1339.91,Debit,Sales,City Power & Water,Credit Card
ACT-11916,2023-10-18,Revenue,Daily Sales Deposit,4732.65,Credit,Sales,Customer Payments,ACH
ACT-11917,2024-03-18,Revenue,Daily Sales Deposit,1430.95,Credit,Sales,Customer Payments,Credit Card
ACT-11918,2024-04-23,Office Supplies,General Office Supplies entry,1216.98,Debit,Admin,Staples Business,Check
ACT-11919,2025-07-02,Utilities,General Utilities entry,1771.39,Debit,Marketing,City Power & Water,Credit Card
ACT-11920,2025-01-03,Revenue,Daily Sales Deposit,2478.02,Credit,Sales,Customer Payments,Credit Card
ACT-11921,2023-07-25,Inventory Purchase,General Inventory Purchase entry,1957.22,Debit,Warehouse,Various Wholesale,Credit Card
ACT-11922,2025-06-04,Inventory Purchase,General Inventory Purchase entry,1424.1,Debit,Admin,Various Wholesale,Check
ACT-11923,2025-05-03,Revenue,Daily Sales Deposit,2885.53,Credit,Sales,Customer Payments,ACH
ACT-11924,2024-12-10,Revenue,Daily Sales Deposit,3396.3,Credit,Sales,Customer Payments,Credit Card
ACT-11925,2024-12-07,Office Supplies,General Office Supplies entry,556.02,Debit,Sales,Staples Business,Credit Card
ACT-11926,2025-01-13,Utilities,General Utilities entry,679.2,Debit,Admin,City Power & Water,Credit Card
ACT-11927,2023-11-17,Utilities,General Utilities entry,1501.14,Debit,Admin,City Power & Water,Check
ACT-11928,2023-03-04,Inventory Purchase,General Inventory Purchase entry,1752.74,Debit,Marketing,Various Wholesale,Credit Card
ACT-11929,2024-10-30,Revenue,Daily Sales Deposit,4665.45,Credit,Sales,Customer Payments,ACH
ACT-11930,2024-06-19,Office Supplies,General Office Supplies entry,333.53,Debit,Warehouse,Staples Business,Check
ACT-11931,2025-08-28,Revenue,Daily Sales Deposit,3720.18,Credit,Sales,Customer Payments,Check
ACT-11932,2025-10-07,Inventory Purchase,General Inventory Purchase entry,782.66,Debit,Marketing,Various Wholesale,Check
ACT-11933,2023-11-18,Inventory Purchase,General Inventory Purchase entry,1536.56,Debit,Admin,Various Wholesale,Credit Card
ACT-11934,2024-10-21,Revenue,Daily Sales Deposit,4450.23,Credit,Sales,Customer Payments,Credit Card
ACT-11935,2025-09-07,Revenue,Daily Sales Deposit,2915.97,Credit,Sales,Customer Payments,Credit Card
ACT-11936,2024-04-21,Utilities,General Utilities entry,1191.46,Debit,Sales,City Power & Water,Check
ACT-11937,2024-05-04,Revenue,Daily Sales Deposit,1657.82,Credit,Sales,Customer Payments,Check
ACT-11938,2023-12-16,Office Supplies,General Office Supplies entry,1047.92,Debit,Admin,Staples Business,ACH
ACT-11939,2024-02-16,Inventory Purchase,General Inventory Purchase entry,306.8,Debit,Sales,Various Wholesale,Credit Card
ACT-11940,2025-11-16,Utilities,General Utilities entry,1252.77,Debit,Sales,City Power & Water,Check
ACT-11941,2024-07-27,Revenue,Daily Sales Deposit,4035.64,Credit,Sales,Customer Payments,ACH
ACT-11942,2025-05-27,Office Supplies,General Office Supplies entry,91.77,Debit,Admin,Staples Business,Credit Card
ACT-11943,2025-03-01,Inventory Purchase,General Inventory Purchase entry,1964.36,Debit,Sales,Various Wholesale,Credit Card
ACT-11944,2024-09-16,Inventory Purchase,General Inventory Purchase entry,1080.96,Debit,Sales,Various Wholesale,Check
ACT-11945,2023-06-05,Office Supplies,General Office Supplies entry,1946.74,Debit,Admin,Staples Business,ACH
ACT-11946,2025-01-02,Revenue,Daily Sales Deposit,3688.19,Credit,Sales,Customer Payments,Check
ACT-11947,2024-03-16,Revenue,Daily Sales Deposit,4473.21,Credit,Sales,Customer Payments,Check
ACT-11948,2024-12-14,Office Supplies,General Office Supplies entry,444.54,Debit,Operations,Staples Business,Credit Card
ACT-11949,2023-07-22,Inventory Purchase,General Inventory Purchase entry,241.59,Debit,Warehouse,Various Wholesale,ACH
ACT-11950,2023-01-11,Revenue,Daily Sales Deposit,5206.36,Credit,Sales,Customer Payments,ACH
ACT-11951,2024-06-07,Revenue,Daily Sales Deposit,6112.3,Credit,Sales,Customer Payments,ACH
ACT-11952,2025-03-26,Revenue,Daily Sales Deposit,2905.85,Credit,Sales,Customer Payments,Credit Card
ACT-11953,2023-03-31,Revenue,Daily Sales Deposit,3021.1,Credit,Sales,Customer Payments,ACH
ACT-11954,2024-03-11,Utilities,General Utilities entry,1049.04,Debit,Sales,City Power & Water,Check
ACT-11955,2023-10-08,Revenue,Daily Sales Deposit,5890.41,Credit,Sales,Customer Payments,Check
ACT-11956,2025-07-11,Office Supplies,General Office Supplies entry,139.76,Debit,Marketing,Staples Business,ACH
ACT-11957,2023-07-29,Utilities,General Utilities entry,446.84,Debit,Sales,City Power & Water,Credit Card
ACT-11958,2025-07-10,Office Supplies,General Office Supplies entry,1231.51,Debit,Warehouse,Staples Business,ACH
ACT-11959,2023-11-25,Utilities,General Utilities entry,1008.09,Debit,Admin,City Power & Water,Credit Card
ACT-11960,2024-02-05,Utilities,General Utilities entry,1322.48,Debit,Admin,City Power & Water,Credit Card
ACT-11961,2024-07-29,Office Supplies,General Office Supplies entry,1627.82,Debit,Warehouse,Staples Business,Credit Card
ACT-11962,2024-10-20,Office Supplies,General Office Supplies entry,52.55,Debit,Warehouse,Staples Business,ACH
ACT-11963,2024-08-12,Revenue,Daily Sales Deposit,3635.04,Credit,Sales,Customer Payments,Credit Card
ACT-11964,2024-06-13,Utilities,General Utilities entry,869.86,Debit,Warehouse,City Power & Water,ACH
ACT-11965,2024-06-27,Utilities,General Utilities entry,1723.19,Debit,Marketing,City Power & Water,ACH
ACT-11966,2023-05-23,Revenue,Daily Sales Deposit,4143.94,Credit,Sales,Customer Payments,Credit Card
ACT-11967,2023-05-23,Revenue,Daily Sales Deposit,4143.94,Credit,Sales,Customer Payments,Credit Card
ACT-11968,2023-11-21,Revenue,Daily Sales Deposit,6238.17,Credit,Sales,Customer Payments,ACH
ACT-11969,2025-01-01,Office Supplies,General Office Supplies entry,965.49,Debit,Sales,Staples Business,ACH
ACT-11970,2024-08-13,Revenue,Daily Sales Deposit,5680.29,Credit,Sales,Customer Payments,Credit Card
ACT-11971,2025-02-23,Office Supplies,General Office Supplies entry,588.54,Debit,Marketing,Staples Business,ACH
ACT-11972,2023-03-29,Revenue,Daily Sales Deposit,4361.1,Credit,Sales,Customer Payments,ACH
ACT-11973,2025-03-21,Inventory Purchase,General Inventory Purchase entry,534.91,Debit,Operations,Various Wholesale,Check
ACT-11974,2025-05-11,Utilities,General Utilities entry,483.84,Debit,Operations,City Power & Water,Check
ACT-11975,2023-02-28,Revenue,Daily Sales Deposit,1345.88,Credit,Sales,Customer Payments,ACH
ACT-11976,2024-12-01,Office Supplies,General Office Supplies entry,1264.8,Debit,Marketing,Staples Business,Check
ACT-11977,2024-02-03,Revenue,Daily Sales Deposit,3377.8,Credit,Sales,Customer Payments,ACH
ACT-11978,2024-04-05,Office Supplies,General Office Supplies entry,961.84,Debit,Admin,Staples Business,Check
ACT-11979,2024-04-08,Utilities,General Utilities entry,993.08,Debit,Sales,City Power & Water,ACH
ACT-11980,2024-09-15,Inventory Purchase,General Inventory Purchase entry,977.1,Debit,Operations,Various Wholesale,Check
ACT-11981,2024-10-30,Inventory Purchase,General Inventory Purchase entry,1514.46,Debit,Admin,Various Wholesale,Credit Card
ACT-11982,2024-01-02,Inventory Purchase,General Inventory Purchase entry,1263.62,Debit,Admin,Various Wholesale,ACH
ACT-11983,2023-12-13,Revenue,Daily Sales Deposit,2150.21,Credit,Sales,Customer Payments,Credit Card
ACT-11984,2025-10-08,Revenue,Daily Sales Deposit,5869.69,Credit,Sales,Customer Payments,Check
ACT-11985,2023-05-19,Revenue,Daily Sales Deposit,2850.13,Credit,Sales,Customer Payments,Check
ACT-11986,2024-09-08,Office Supplies,General Office Supplies entry,1510.88,Debit,Warehouse,Staples Business,Check
ACT-11987,2024-06-28,Utilities,General Utilities entry,1211.26,Debit,Warehouse,City Power & Water,ACH
ACT-11988,2025-06-30,Utilities,General Utilities entry,1684.64,Debit,Operations,City Power & Water,Check
ACT-11989,2023-03-22,Revenue,Daily Sales Deposit,5885.62,Credit,Sales,Customer Payments,Check
ACT-11990,2023-01-31,Office Supplies,General Office Supplies entry,476.19,Debit,Admin,Staples Business,ACH
ACT-11991,2025-04-02,Office Supplies,General Office Supplies entry,1841.47,Debit,Marketing,Staples Business,Credit Card
ACT-11992,2025-11-13,Revenue,Daily Sales Deposit,2103.31,Credit,Sales,Customer Payments,Check
ACT-11993,2025-04-21,Inventory Purchase,General Inventory Purchase entry,302.44,Debit,Marketing,Various Wholesale,Credit Card
ACT-11994,2025-05-13,Office Supplies,General Office Supplies entry,1646.59,Debit,Sales,Staples Business,ACH
ACT-11995,2023-08-10,Utilities,General Utilities entry,1828.37,Debit,Sales,City Power & Water,Check
ACT-11996,2025-10-28,Inventory Purchase,General Inventory Purchase entry,1210.52,Debit,Sales,Various Wholesale,Credit Card
ACT-11997,2023-04-26,Revenue,Daily Sales Deposit,1501.95,Credit,Sales,Customer Payments,ACH
ACT-11998,2024-03-14,Revenue,Daily Sales Deposit,5668.4,Credit,Sales,Customer Payments,Credit Card
ACT-11999,2025-05-18,Revenue,Daily Sales Deposit,5409.44,Credit,Sales,Customer Payments,ACH
ACT-12000,2023-05-20,Revenue,Daily Sales Deposit,2193.62,Credit,Sales,Customer Payments,Credit Card
ACT-12001,2024-04-07,Inventory Purchase,General Inventory Purchase entry,926.91,Debit,Operations,Various Wholesale,Check
ACT-12002,2024-05-27,Office Supplies,General Office Supplies entry,1306.49,Debit,Marketing,Staples Business,Check
ACT-12003,2024-06-24,Revenue,Daily Sales Deposit,5292.14,Credit,Sales,Customer Payments,ACH
ACT-12004,2024-02-15,Utilities,General Utilities entry,153.31,Debit,Marketing,City Power & Water,ACH
ACT-12005,2023-06-03,Revenue,Daily Sales Deposit,4292.2,Credit,Sales,Customer Payments,Check
ACT-12006,2024-01-31,Utilities,General Utilities entry,1878.34,Debit,Admin,City Power & Water,ACH
ACT-12007,2024-05-23,Inventory Purchase,General Inventory Purchase entry,843.6,Debit,Admin,Various Wholesale,Check
ACT-12008,2023-05-06,Office Supplies,General Office Supplies entry,140.88,Debit,Marketing,Staples Business,Check
ACT-12009,2025-12-03,Revenue,Daily Sales Deposit,4079.64,Credit,Sales,Customer Payments,ACH
ACT-12010,2024-02-13,Inventory Purchase,General Inventory Purchase entry,1450.48,Debit,Admin,Various Wholesale,Credit Card
ACT-12011,2023-10-25,Revenue,Daily Sales Deposit,4761.35,Credit,Sales,Customer Payments,Check
ACT-12012,2023-10-19,Revenue,Daily Sales Deposit,3191.71,Credit,Sales,Customer Payments,Check
ACT-12013,2025-12-12,Inventory Purchase,General Inventory Purchase entry,1874.75,Debit,Admin,Various Wholesale,Credit Card
ACT-12014,2024-02-15,Utilities,General Utilities entry,720.74,Debit,Marketing,City Power & Water,Check
ACT-12015,2025-03-13,Inventory Purchase,General Inventory Purchase entry,1601.8,Debit,Sales,Various Wholesale,Check
ACT-12016,2023-06-22,Revenue,Daily Sales Deposit,3161.1,Credit,Sales,Customer Payments,ACH
ACT-12017,2023-09-19,Revenue,Daily Sales Deposit,1941.48,Credit,Sales,Customer Payments,Check
ACT-12018,2023-10-06,Revenue,Daily Sales Deposit,2811.63,Credit,Sales,Customer Payments,Credit Card
ACT-12019,2025-08-11,Utilities,General Utilities entry,935.66,Debit,Admin,City Power & Water,Credit Card
ACT-12020,2023-07-04,Utilities,General Utilities entry,364.95,Debit,Marketing,City Power & Water,ACH
ACT-12021,2025-12-27,Revenue,Daily Sales Deposit,4027.84,Credit,Sales,Customer Payments,Credit Card
ACT-12022,2024-02-06,Utilities,General Utilities entry,1932.11,Debit,Sales,City Power & Water,Check
ACT-12023,2025-06-24,Revenue,Daily Sales Deposit,4315.5,Credit,Sales,Customer Payments,Credit Card
ACT-12024,2025-10-28,Revenue,Daily Sales Deposit,1419.8,Credit,Sales,Customer Payments,Check
ACT-12025,2024-06-18,Utilities,General Utilities entry,54.63,Debit,Warehouse,City Power & Water,Check
ACT-12026,2025-04-03,Revenue,Daily Sales Deposit,4911.27,Credit,Sales,Customer Payments,Check
ACT-12027,2025-04-22,Inventory Purchase,General Inventory Purchase entry,225.75,Debit,Marketing,Various Wholesale,Check
ACT-12028,2025-04-25,Utilities,General Utilities entry,1896.5,Debit,Admin,City Power & Water,Check
ACT-12029,2024-12-16,Inventory Purchase,General Inventory Purchase entry,1711.9,Debit,Warehouse,Various Wholesale,Check
ACT-12030,2024-02-23,Office Supplies,General Office Supplies entry,786.01,Debit,Operations,Staples Business,ACH
ACT-12031,2024-05-24,Revenue,Daily Sales Deposit,2391.82,Credit,Sales,Customer Payments,ACH
ACT-12032,2023-01-30,Office Supplies,General Office Supplies entry,913.42,Debit,Operations,Staples Business,Credit Card
ACT-12033,2023-12-10,Inventory Purchase,General Inventory Purchase entry,1278.61,Debit,Admin,Various Wholesale,Credit Card
ACT-12034,2024-12-07,Office Supplies,General Office Supplies entry,1268.91,Debit,Operations,Staples Business,ACH
ACT-12035,2024-11-18,Revenue,Daily Sales Deposit,4785.82,Credit,Sales,Customer Payments,ACH
ACT-12036,2025-08-29,Office Supplies,General Office Supplies entry,900.3,Debit,Operations,Staples Business,Credit Card
ACT-12037,2023-06-09,Office Supplies,General Office Supplies entry,503.78,Debit,Sales,Staples Business,ACH
ACT-12038,2024-03-20,Revenue,Daily Sales Deposit,5157.4,Credit,Sales,Customer Payments,ACH
ACT-12039,2024-05-26,Utilities,General Utilities entry,1976.91,Debit,Admin,City Power & Water,Check
ACT-12040,2023-10-04,Revenue,Daily Sales Deposit,2338.74,Credit,Sales,Customer Payments,Credit Card
ACT-12041,2024-05-02,Office Supplies,General Office Supplies entry,1083.21,Debit,Marketing,Staples Business,Credit Card
ACT-12042,2024-03-27,Office Supplies,General Office Supplies entry,1086.26,Debit,Admin,Staples Business,Check
